State,Name,Link
Georgia,True Citizen,https://www.thetruecitizen.com/
Georgia,Union Recorder,https://www.unionrecorder.com/
Georgia,Valdosta Daily Times,https://www.valdostadailytimes.com/
Georgia,Waycross Journal Herald,https://www.wjhnews.com/
Georgia,Wiregrass Farmer,https://www.thewiregrassfarmer.com/
Hawaii,The Garden Island,https://www.thegardenisland.com/
Hawaii,Hawaii 24/7,https://hawaii247.com/
Hawaii,Hawaii Catholic Herald,https://www.hawaiicatholicherald.com/
Hawaii,Hawaii Tribune-Herald,https://www.hawaiitribune-herald.com/
Hawaii,Honolulu Star-Advertiser,https://www.staradvertiser.com/
Hawaii,Mauitime,https://mauitime.com/
Hawaii,The Maui News,https://www.mauinews.com/
Hawaii,West Hawaii Today,https://www.westhawaiitoday.com/
Idaho,Bonner County Daily Bee,https://bonnercountydailybee.com/
Idaho,Coeur d'Alene Press,https://cdapress.com/
Idaho,The Idaho Press-Tribune,https://www.idahopress.com/
Idaho,Idaho State Journal,https://www.idahostatejournal.com/
Idaho,Idaho Statesman,https://www.idahostatesman.com/
Idaho,Lewiston Morning Tribune,https://lmtribune.com/
Idaho,Moscow-Pullman Daily News,https://dnews.com/
Idaho,Post Register,https://www.postregister.com/
Idaho,Standard Journal,https://www.rexburgstandardjournal.com/
Idaho,Times-News,https://magicvalley.com/
Illinois,Belleville News-Democrat,https://www.bnd.com/
Illinois,The Benton Evening News,http://www.bentoneveningnews.com/
Illinois,The Breeze-Courier,https://www.breezecourier.com/
Illinois,Centralia Morning Sentinel,https://www.morningsentinel.com/
Illinois,The Chicago Defender,https://chicagodefender.com/
Illinois,Chicago Sun-Times,https://chicago.suntimes.com/
Illinois,Chicago Tribune,https://www.chicagotribune.com/
Illinois,Commercial-News,https://www.commercial-news.com/
Illinois,Daily Gazette,https://www.news-gazette.com/
Illinois,Daily Herald,https://www.dailyherald.com/
Illinois,Daily Journal,https://www.daily-journal.com/
Illinois,The Daily Leader,https://www.pontiacdailyleader.com/
Illinois,The Daily Ledger,https://www.cantondailyledger.com/
Illinois,The Daily Register,http://www.dailyregister.com/
Illinois,The Daily Republican,http://www.dailyrepublicannews.com/
Illinois,Daily Review Atlas,https://www.reviewatlas.com/
Illinois,The Dispatch,https://qconline.com/
Illinois,Du Quoin Evening Call,http://www.duquoin.com/
Illinois,Edwardsville Intelligencer,https://www.theintelligencer.com/
Illinois,Effingham Daily News,https://www.effinghamdailynews.com/
Illinois,Herald & Review,https://herald-review.com/
Illinois,The Herald-News,https://www.shawlocal.com/the-herald-news/
Illinois,Journal-Courier,https://www.myjournalcourier.com/
Illinois,Journal Gazette & Times-Courier,https://jg-tc.com/
Illinois,The Journal Standard,https://www.journalstandard.com/
Illinois,Lake County News-Sun,https://www.chicagotribune.com/suburbs/lake-county-news-sun/
Illinois,Mt. Vernon Morning Sentinel,https://www.morningsentinel.com/
Illinois,The News-Gazette,https://www.news-gazette.com/
Illinois,The Pantagraph,https://pantagraph.com/
Illinois,Pekin Daily Times,https://www.pekintimes.com/
Illinois,Quincy Herald-Whig,https://www.whig.com/
Illinois,Robinson Daily News,https://roblawnews.com/robinson
Illinois,Rockford Register Star,https://www.rrstar.com/
Illinois,The Sidell Reporter,https://thesidellreporter.com/
Illinois,The Southern Illinoisan,https://thesouthern.com/
Illinois,Star Courier,https://www.starcourier.com/
Illinois,The State Journal-Register,https://www.sj-r.com/
Illinois,The Telegraph,https://www.thetelegraph.com/
Illinois,The Times,https://www.illinoistimes.com/
Indiana,Indiana Republic Times,https://www.republictimes.net/tag/indiana/
Indiana,Anderson Herald Bulletin,https://www.heraldbulletin.com/
Indiana,The Star,https://www.indystar.com/
Indiana,The Herald-Times,https://www.heraldtimesonline.com/
Indiana,Bluffton News Banner,https://news-banner.com/
Indiana,The Brazil Times,https://www.thebraziltimes.com/
Indiana,Jackson County Banner,http://www.thebanner.com/
Indiana,Chesterton Tribune,https://www.chestertontribune.com/
Indiana,Hoosier Topics,http://www.hoosiertopics.com/
Indiana,The Post & Mail,https://www.thepostandmail.com/
Indiana,The Republic,http://www.therepublic.com/
Indiana,News Examiner,https://www.newsexaminer.com/
Indiana,The Corydon Democrat,https://www.corydondemocrat.com/
Indiana,Journal Review,https://www.journalreview.com/
Indiana,Decatur Daily Democrat,https://www.decaturdailydemocrat.com/
Indiana,Carroll County Comet,https://www.carrollcountycomet.com/
Indiana,The Dubois County Herald,https://duboiscountyherald.com/
Indiana,The Elkhart Truth,https://www.elkharttruth.com/
Indiana,Evansville Courier & Press,https://www.courierpress.com/
Indiana,News 4U,https://www.news4u.me/
Indiana,The Journal Gazette,https://www.journalgazette.net/
Indiana,The News-Sentinel,https://www.news-sentinel.com/
Indiana,Daily Journal of Johnson County,http://www.dailyjournal.net/
Indiana,Goshen News,https://www.goshennews.com/
Indiana,Banner-Graphic,https://www.bannergraphic.com/
Indiana,Greensburg Daily News,https://www.greensburgdailynews.com/
Indiana,Hartford City News-Times,https://www.hartfordcitynewstimes.com/
Indiana,Indianapolis Business Journal,https://www.ibj.com/
Indiana,Evening News and Tribune,https://www.newsandtribune.com/
Indiana,Kokomo Tribune,https://www.kokomotribune.com/
Indiana,Journal & Courier,https://www.jconline.com/
Indiana,Lebanon Reporter,https://www.reporter.net/
Indiana,Greene County Daily World,https://www.gcdailyworld.com/
Indiana,Pharos-Tribune,https://www.pharostribune.com/
Indiana,Madison Courier Online,https://www.madisoncourier.com/
Indiana,Chronicle-Tribune,https://www.chronicle-tribune.com/
Indiana,Reporter Times,https://www.reporter-times.com/
Indiana,The Star Press,https://www.thestarpress.com/
Indiana,The Times of Northwest Indiana,https://www.nwitimes.com/
Indiana,The Courier-Times,https://www.thecouriertimes.com/
Indiana,The Farmer's Exchange,http://www.farmers-exchange.net/
Indiana,Paoli News-Republican,https://www.tmnews.com/paoli-news/
Indiana,Peru Tribune,https://www.perutribune.com/
Indiana,Shelbyville News,https://www.shelbynews.com/
Indiana,The Pilot News,https://www.thepilotnews.com/
Indiana,Commercial Review,https://thecr.com/
Indiana,Princeton Daily Clarion,https://www.pdclarion.com/
Indiana,Palladium-Item,https://www.pal-item.com/
Indiana,The Rochester Sentinel,https://www.rochsent.com/
Indiana,Seymour Tribune,https://tribtown.com/
Indiana,Shelbyville News,https://www.shelbynews.com/
Indiana,South Bend Tribune,https://www.southbendtribune.com/
Indiana,Spencer Evening World,https://www.spencereveningworld.com/
Indiana,Tribune-Star,https://www.tribstar.com/
Indiana,Vincennes Sun-Commercial,https://www.suncommercial.com/
Indiana,Wabash Plain Dealer,https://www.wabashplaindealer.com/
Indiana,Times-Union,https://timesuniononline.com/
Indiana,Washington Times-Herald,https://www.washtimesherald.com/
Iowa,Ames Tribune,https://www.amestrib.com/
Iowa,Boone News-Republican,https://www.newsrepublican.com/
Iowa,Carroll Daily Times Herald,https://www.carrollspaper.com/
Iowa,Charles City Press,http://www.charlescitypress.com/
Iowa,Cherokee Chronicle Times,https://www.chronicletimes.com/
Iowa,Clinton Herald,https://www.clintonherald.com/
Iowa,Council Bluffs Daily Nonpareil,https://nonpareilonline.com/
Iowa,Creston News Advertiser,https://www.crestonnews.com/
Iowa,Des Moines Register,https://www.desmoinesregister.com/
Iowa,Estherville Daily News,https://www.esthervillenews.net/
Iowa,The Gazette,https://www.thegazette.com/
Iowa,Globe Gazette,https://globegazette.com/
Iowa,The Hawk Eye,https://www.thehawkeye.com/
Iowa,Iowa City Press-Citizen,https://www.press-citizen.com/
Iowa,Le Mars Daily Sentinel,https://www.lemarssentinel.com/
Iowa,Marshalltown Times Republican,https://www.timesrepublican.com/
Iowa,Muscatine Journal,https://muscatinejournal.com/
Iowa,Newton Daily News,https://www.newtondailynews.com/
Iowa,The Oskaloosa Herald,https://www.oskaloosa.com/
Iowa,Ottumwa Courier,https://www.ottumwacourier.com/
Iowa,Quad-City Times,https://qctimes.com/
Iowa,Sioux City Journal,https://siouxcityjournal.com/
Iowa,Spencer Daily Reporter,https://www.spencerdailyreporter.com/
Iowa,Telegraph Herald,https://www.telegraphherald.com/
Iowa,The Valley News,https://valleynewstoday.com/
Iowa,The Waterloo-Cedar Falls Courier,https://wcfcourier.com/
Kansas,The Abilene Reflector-Chronicle,http://www.abilene-rc.com/
Kansas,Atchison Daily Globe,https://www.atchisonglobenow.com/
Kansas,The Chanute Tribune,https://www.chanute.com/
Kansas,Clay Center Dispatch,http://www.ccenterdispatch.com/
Kansas,Columbus News-Report,https://www.columbusnews-report.com/
Kansas,Council Grove Republican,https://www.councilgroverepublican.com/
Kansas,The Cowley Courier Traveler,https://www.ctnewsonline.com/
Kansas,Dodge City Daily Globe,https://www.dodgeglobe.com/
Kansas,Emporia Gazette,http://www.emporiagazette.com/
Kansas,Fort Scott Tribune,https://www.fstribune.com/
Kansas,Garden City Telegram,https://www.gctelegram.com/
Kansas,Great Bend Tribune,https://www.gbtribune.com/
Kansas,Hays Daily News,https://www.hdnews.net/
Kansas,The Hutchinson News,https://www.hutchnews.com/
Kansas,Independence Daily Reporter,https://indydailyreporter.com/
Kansas,Lawrence Journal-World,https://ljworld.com/
Kansas,Leavenworth Times,https://www.leavenworthtimes.com/
Kansas,The Manhattan Mercury,https://themercury.com/
Kansas,McPherson Sentinel,https://www.mcphersonsentinel.com/
Kansas,The Morning Sun,https://www.morningsun.net/
Kansas,The Newton Kansan,https://www.thekansan.com/
Kansas,Ottawa Herald,https://www.ottawaherald.com/
Kansas,Parsons Sun,https://www.parsonssun.com/
Kansas,The Salina Journal,https://www.salina.com/
Kansas,The Topeka Capital-Journal,https://www.cjonline.com/
Kansas,The Wichita Eagle,https://www.kansas.com/
Kentucky,Adair Progress,https://www.adairprogress.com/
Kentucky,The Advocate-Messenger,https://www.amnews.com/
Kentucky,The Anderson News,https://www.theandersonnews.com/
Kentucky,The Big Sandy News,https://thebigsandynews.com/
Kentucky,Bourbon County Citizen,https://www.bourboncountycitizen.com/
Kentucky,Bracken County News,https://thebrackencountynews.com/
Kentucky,Breathitt Advocate,http://www.breathitt.news/
Kentucky,The Casey County News,https://www.caseynews.net/
Kentucky,Central Kentucky News-Journal,https://www.cknj.com/
Kentucky,The Citizen–Times,https://www.thecitizen-times.com/
Kentucky,The Citizen Voice and Times,http://www.cvt-news.com/news/
Kentucky,Clinton County News,http://clintonnews.net/
Kentucky,The Courier-Journal,https://www.courier-journal.com/
Kentucky,Cumberland County News,https://www.cumberlandcountynewspaper.com/
Kentucky,Cynthiana Democrat,https://www.cynthianademocrat.com/
Kentucky,The Daily Independent,https://www.dailyindependent.com/
Kentucky,Edmonson News,https://www.edmonsonvoice.com/
Kentucky,Floyd County Chronicle & Times,https://www.floydct.com/
Kentucky,Fort Campbell Courier,https://fortcampbell-courier.com/
Kentucky,Garrard Central Record,https://garrardcentralrecord.com/
Kentucky,Greensburg Herald–Record,https://www.record-herald.com/
Kentucky,Hancock Clarion,https://www.hancockclarion.com/
Kentucky,Harlan Enterprise,https://www.harlanenterprise.net/
Kentucky,Harrodsburg Herald,https://www.harrodsburgherald.com/
Kentucky,Henderson Gleaner,https://www.thegleaner.com/
Kentucky,Henry County Local,https://www.hclocal.com/
Kentucky,The Herald–Ledger,https://www.heraldledger.com/
Kentucky,Hickman County Times,https://www.hickmancountytimes.com/
Kentucky,The Herald–News,https://www.breckheraldnews.com/
Kentucky,The Interior Journal,https://www.theinteriorjournal.com/
Kentucky,Jessamine Journal,https://www.jessaminejournal.com/
Kentucky,Kentucky New Era,https://www.kentuckynewera.com/
Kentucky,The Lake News,https://www.thelakenews.com/
Kentucky,The LaRue County Herald,https://www.laruecountyherald.com/
Kentucky,Lebanon Enterprise,https://www.lebanonenterprise.com/
Kentucky,Lewis County Herald,http://www.lewiscountyherald.com/
Kentucky,Lexington Herald-Leader,https://www.kentucky.com/
Kentucky,The Mayfield Messenger,https://www.mayfield-messenger.com/
Kentucky,The McCreary County Voice,https://www.themccrearyvoice.com/
Kentucky,The Messenger,https://www.the-messenger.com/
Kentucky,Messenger-Inquirer,https://www.messenger-inquirer.com/
Kentucky,Middlesboro Daily News,https://www.middlesboronews.com/
Kentucky,The Mountain Eagle,https://www.themountaineagle.com/
Kentucky,Murray Ledger & Times,https://www.murrayledger.com/
Kentucky,The News–Enterprise,https://www.thenewsenterprise.com/
Kentucky,The Paducah Sun,https://www.paducahsun.com/
Kentucky,The Paintsville Herald,https://www.paintsvilleherald.com/
Kentucky,The Pioneer News,https://www.pioneernews.net/
Kentucky,Richmond Register,https://www.richmondregister.com/
Kentucky,Salyersville Independent,https://salyersvilleindependent.com/
Kentucky,The Sentinel,https://www.sentinelnews.com/
Kentucky,The Sentinel–Echo,https://www.sentinel-echo.com/
Kentucky,State Journal,https://www.state-journal.com/
Kentucky,The Times–Leader,https://www.timesleader.net/
Kentucky,Troublesome Creek Times,https://www.troublesomecreektimes.com/
Kentucky,The Voice-Tribune,https://voice-tribune.com/
Kentucky,The Winchester Sun,https://www.winchestersun.com/
Kentucky,The Local Weekly,http://thelocalweekly.net/
Kentucky,Georgetown News-Graphic,https://www.news-graphic.com/
Kentucky,The Kentucky Standard,https://www.kystandard.com/
Kentucky,Leader-News,https://ky-leadernews.com/
Kentucky,The Oldham Era,https://www.oldhamera.com/
Kentucky,The Pioneer News,https://www.pioneernews.net/
Kentucky,The Sentinel-Echo,https://www.sentinel-echo.com/
Kentucky,The Sentinel News,https://www.sentinelnews.com/
Kentucky,The Times Leader,https://www.timesleader.net/
Kentucky,Times-Tribune,https://www.thetimestribune.com/
Kentucky,The Trimble Banner,https://www.mytrimblenews.com/
Kentucky,The Woodford Sun,https://www.woodfordsun.com/
Louisiana,The Town Talk,https://www.thetowntalk.com/
Louisiana,Advocate,https://www.theadvocate.com/
Louisiana,Bossier Press-Tribune,https://bossierpress.com/
Louisiana,Beauregard Daily News,https://www.beauregarddailynews.net/
Louisiana,Donaldsonville Chief,https://www.donaldsonvillechief.com/
Louisiana,Franklinton Era-Leader,https://www.era-leader.com/
Louisiana,Weekly Citizen,https://www.weeklycitizen.com/
Louisiana,Daily Advertiser,https://www.theadvertiser.com/
Louisiana,American Press,https://www.americanpress.com/
Louisiana,Leesville Daily Leader,https://www.leesvilledailyleader.com/
Louisiana,Avoyelles Journal,https://www.avoyellestoday.com/
Louisiana,Minden Press-Herald,https://press-herald.com/
Louisiana,News-Star,https://www.thenewsstar.com/
Louisiana,Natchitoches Times,https://www.natchitochestimes.com/
Louisiana,New Orleans Tribune,https://theneworleanstribune.com/
Louisiana,The New Orleans Advocate,https://www.theadvocate.com/
Louisiana,The Pointe Coupee Banner,https://www.thepointecoupeebanner.com/
Louisiana,Daily World,https://www.dailyworld.com/
Louisiana,Ruston Daily Leader,https://www.rustonleader.com/
Louisiana,Inquisitor,https://www.theinquisitor.com/
Louisiana,Southwest Daily News,https://www.southwestdailynews.com/
Louisiana,Daily Comet,https://www.dailycomet.com/
Maine,Bangor Daily News,https://bangordailynews.com/
Maine,The Portland Times,https://www.pressherald.com/
Maine,Kennebec Journal,https://centralmaine.com/
Maine,Portland Press Herald,https://www.pressherald.com/
Maine,Sun Journal,https://www.sunjournal.com/
Maine,Daily Bulldog,https://dailybulldog.com/
Maine,The Bates Student,https://thebatesstudent.com/
Maine,The Boothbay Register,https://www.boothbayregister.com/
Maine,The Bowdoin Orient,https://bowdoinorient.com/
Maine,The Bridgton News,http://www.bridgton.com/
Maine,The Calais Advertiser,https://www.calais.news/
Maine,The Castine Patriot,https://castinepatriot.com/
Maine,The Colby Echo,https://www.colbyecho.news/
Maine,The Ellsworth American,https://www.ellsworthamerican.com/
Maine,The Island Ad-Vantages,https://islandadvantages.com/
Maine,The Lincoln County News,https://lcnme.com/
Maine,Machias Valley News Observer,https://www.machiasnews.com/
Maine,The Maine Campus,https://mainecampus.com/
Maine,The Maine Edge,https://www.themaineedge.com/
Maine,Portland Phoenix,https://portlandphoenix.me/
Maine,The Quoddy Tides,https://quoddytides.com/
Maine,Sun Chronicle,https://www.thesunchronicle.com/
Maine,Twin City Times,https://twincitytimes.com/
Maine,The Weekly Packet,https://weeklypacket.com/
Maine,The Weekly Sentinel,http://www.theweeklysentinel.com/
Maine,Wiscasset Newspaper,https://www.wiscassetnewspaper.com/
Maryland,Las Américas Newspaper,http://lasamericasnews.com/
Maryland,Baltimore Afro-American,https://afro.com/
Maryland,The Baltimore Sun,https://www.baltimoresun.com/
Maryland,The Calvert Recorder,https://www.somdnews.com/recorder/
Maryland,Carroll County Times,https://www.baltimoresun.com/maryland/carroll/
Maryland,Cecil Whig,https://www.cecildaily.com/
Maryland,Cumberland Times-News,https://www.times-news.com/
Maryland,The Daily Record,https://thedailyrecord.com/
Maryland,The Frederick News-Post,https://www.fredericknewspost.com/
Maryland,The Epoch Times,https://www.theepochtimes.com/t-maryland
Maryland,Greenbelt News Review,https://www.greenbeltnewsreview.com/
Maryland,Herald Mail,https://www.heraldmailmedia.com/
Maryland,The Maryland Coast Dispatch,https://mdcoastdispatch.com/
Maryland,The Prince George’s Sentinel,https://www.thesentinel.com/
Maryland,The Record-Observer,https://www.myeasternshoremd.com/qa/record_observer/
Maryland,The Star Democrat,https://www.stardem.com/
Maryland,Maryland Gazette,https://www.capitalgazette.com/maryland-gazette/
Massachusetts,Athol Daily News ,https://www.atholdailynews.com/
Massachusetts,The Berkshire Eagle,https://www.berkshireeagle.com/
Massachusetts,The Boston Globe,https://www.bostonglobe.com/
Massachusetts,Boston Herald,https://www.bostonherald.com/
Massachusetts,Cape Cod Times ,https://www.capecodtimes.com/
Massachusetts,Daily Hampshire Gazette ,https://www.gazettenet.com/
Massachusetts,The Daily News of Newburyport,https://www.newburyportnews.com/
Massachusetts,The Eagle-Tribune,https://www.eagletribune.com/
Massachusetts,The Enterprise,https://www.enterprisenews.com/
Massachusetts,The Gardner News,https://www.thegardnernews.com/
Massachusetts,Gloucester Daily Times,https://www.gloucestertimes.com/
Massachusetts,The Herald News,https://www.heraldnews.com/
Massachusetts,The MetroWest Daily News,https://www.metrowestdailynews.com/
Massachusetts,The Milford Daily News,https://www.milforddailynews.com/
Massachusetts,The Patriot Ledger,https://www.patriotledger.com/
Massachusetts,The Recorder,https://www.recorder.com/
Massachusetts,The Salem News,https://www.salemnews.com/
Massachusetts,Sentinel & Enterprise,https://www.sentinelandenterprise.com/
Massachusetts,Southbridge Evening News,http://www.southbridgeeveningnews.com/
Massachusetts,The Sun Chronicle,https://www.thesunchronicle.com/
Massachusetts,Taunton Daily Gazette,https://www.tauntongazette.com/
Massachusetts,Telegram & Gazette,https://www.telegram.com/
Massachusetts,The Westfield News,https://thewestfieldnews.com/
Massachusetts,World Journal (Boston edition),https://www.wjboston.com/
Michigan,The Alpena News,https://www.thealpenanews.com/
Michigan,Washtenaw Jewish News,https://washtenawjewishnews.org/
Michigan,The Michigan Daily,https://www.michigandaily.com/
Michigan,Montmorency County Tribune,https://www.montmorencytribune.com/
Michigan,Huron Daily Tribune,https://www.michigansthumb.com/
Michigan,Huron County View,https://huroncountyview.mihomepaper.com/
Michigan,Lake County Star,https://www.lakecountystar.com/
Michigan,Battle Creek Enquirer ,https://www.battlecreekenquirer.com/
Michigan,Battle Creek Shopper News,https://www.thebattlecreekshopper.com/
Michigan,The Antrim Review,https://www.antrimreview.net/
Michigan,Belleville Area Independent,http://bellevilleareaindependent.com/
Michigan,Benton Spirit,https://bentonspiritnews.com/
Michigan,The Herald-Palladium,https://www.heraldpalladium.com/
Michigan,MailMax,https://mailmaxonline.com/
Michigan,The Journal Era,https://www.thejournalera.com/
Michigan,Blissfield Advance,http://www.blissfieldadvance.com/
Michigan,Bay Mills News,https://www.baymillsnews.com/
Michigan,Brown City Banner,https://browncitybanner.mihomepaper.com/
Michigan,Burton View,https://burtonview.mihomepaper.com/
Michigan,Cadillac Evening News,https://www.cadillacnews.com/
Michigan,The Sun & News,https://www.sunandnews.com/
Michigan,Cass City Chronicle,http://ccchronicle.net/
Michigan,The Cedar Springs Post,https://cedarspringspost.com/
Michigan,Central Lake News,https://centrallakenews.com/
Michigan,Central Michigan Life,https://www.cm-life.com/
Michigan,The County Journal,https://county-journal.com/
Michigan,Cheboygan Daily Tribune,https://www.cheboygannews.com/
Michigan,Straitsland Resorter,http://www.resorter.com/
Michigan,The Sun Times News,https://thesuntimesnews.com/
Michigan,Tri-County Citizen,https://tricountycitizen.mihomepaper.com/
Michigan,Clarkston News,https://clarkstonnews.com/
Michigan,The Oakland Press,https://www.theoaklandpress.com/
Michigan,Climax Crescent,http://www.theclimaxcrescent.com/
Michigan,Clinton Local,https://www.theclintonlocal.com/
Michigan,The Daily Reporter,https://www.thedailyreporter.com/
Michigan,Davison Index,https://davisonindex.mihomepaper.com/
Michigan,Press and Guide,https://www.pressandguide.com/
Michigan,Crain's Detroit Business,https://www.crainsdetroit.com/
Michigan,Detroit Free Press,https://www.freep.com/
Michigan,The Jewish News,https://thejewishnews.com/
Michigan,Detroit Legal News,http://legalnews.com/detroit/
Michigan,The Detroit News,https://www.detroitnews.com/
Michigan,La Prensa,http://www.laprensatoledo.com/
Michigan,Latino Press,https://latinodetroit.com/
Michigan,Metro Times,https://www.metrotimes.com/
Michigan,Michigan Chronicle,https://michiganchronicle.com/
Michigan,Polish Weekly,https://www.polishweekly.com/
Michigan,Drummond Island Digest,https://www.drummondislanddigest.com/
Michigan,The State News,https://statenews.com/
Michigan,Iosco County News-Herald,https://www.iosconews.com/
Michigan,The Eastern Echo,http://www.easternecho.com/
Michigan,Telegram Newspaper,https://www.telegramnews.net/
Michigan,The Daily Press,https://www.dailypress.net/
Michigan,Fenton Patch,https://patch.com/michigan/fenton
Michigan,Tri-County Times,https://www.tctimes.com/
Michigan,Oakland County 115,http://oaklandcounty115.com/
Michigan,Ferris State University/ The Torch,https://fsutorch.com/
Michigan,Flint Township View,https://flinttownshipview.mihomepaper.com/
Michigan,Fowlerville News and Views,https://www.fowlervillenewsandviews.com/
Michigan,Frankenmuth News,http://www.frankenmuthnews.com/
Michigan,Benzie County Record Patriot,https://www.recordpatriot.com/
Michigan,Times Indicator,https://www.timesindicator.com/
Michigan,Gladwin County Record,https://www.gladwinmi.com/
Michigan,Grand Blanc View,https://grandblancview.mihomepaper.com/
Michigan,Grand Haven Tribune,https://www.grandhaventribune.com/
Michigan,El Vocero Hispano,https://elvocerous.com/
Michigan,Grand Rapids Business Journal,https://grbj.com/
Michigan,Grand Rapids Times,https://grtimes.com/
Michigan,Lazo Cultural,https://lazocultural.com/
Minnesota,Albert Lea Tribune,https://www.albertleatribune.com/
Minnesota,Austin Daily Herald,https://www.austindailyherald.com/
Minnesota,Brainerd Dispatch',https://www.brainerddispatch.com/
Minnesota,Duluth News Tribune,https://www.duluthnewstribune.com/
Minnesota,Finance & Commerce,https://finance-commerce.com/
Minnesota,The Free Press,https://www.mankatofreepress.com/
Minnesota,Grand Forks Herald,https://www.grandforksherald.com/obituaries/
Minnesota,The Journal,https://www.nujournal.com/
Minnesota,Marshall Independent,https://www.marshallindependent.com/
Minnesota,Post-Bulletin,https://www.postbulletin.com/
Minnesota,Sentinel,https://www.sentinelmn.com/
Minnesota,St. Cloud Times,https://www.sctimes.com/
Minnesota,Star Tribune,http://www.startribune.com/
Minnesota,West Central Tribune,https://www.wctrib.com/
Minnesota,Winona Daily News,https://www.winonadailynews.com/
Mississippi,Brookhaven Daily Leader,https://www.dailyleader.com/
Mississippi,Clarksdale Press Register,https://www.pressregister.com/
Mississippi,Columbian-Progress,https://www.columbianprogress.com/
Mississippi,Daily Corinthian,https://www.dailycorinthian.com/
Mississippi,Daily Star,https://www.thedailystar.net/
Mississippi,Daily Times Leader,https://www.dailytimesleader.com/
Mississippi,Darkhorse Press,https://darkhorsepressnow.com/
Mississippi,Deer Creek Pilot,http://deercreekpilot.com/
Mississippi,Delta Democrat-Times,https://www.ddtonline.com/
Mississippi,Enterprise-Journal,https://www.enterprise-journal.com/
Mississippi,Enterprise-Tocsin,https://www.enterprise-tocsin.com/
Mississippi,Greenwood Commonwealth,https://www.gwcommonwealth.com/
Mississippi,Hattiesburg American,https://www.hattiesburgamerican.com/
Mississippi,Jackson Advocate,https://jacksonadvocateonline.com/
Mississippi,Jackson Free Press,https://www.jacksonfreepress.com/
Mississippi,Laurel Leader-Call,https://www.leader-call.com/
Mississippi,Lawrence County Press,https://www.lawrencecountypress.com/
Mississippi,Madison County Journal,https://onlinemadison.com/
Mississippi,Meridian Star,https://www.meridianstar.com/
Mississippi,Natchez Democrat,https://www.natchezdemocrat.com/
Mississippi,Neshoba Democrat,https://neshobademocrat.com/
Mississippi,The Northside Sun,https://www.northsidesun.com/
Mississippi,Oxford Eagle,https://www.oxfordeagle.com/
Mississippi,Pass Christian Gazebo Gazette,https://thegazebogazette.com/
Mississippi,Stone County Enterprise,https://www.stonecountyenterprise.com/
Mississippi,Vicksburg Post,https://www.vicksburgpost.com/
Missouri,Boonville Daily News,https://www.boonvilledailynews.com/
Missouri,California Democrat,https://www.californiademocrat.com/
Missouri,Camdenton Lake Sun,https://www.lakenewsonline.com/
Missouri,Columbia Daily Tribune,https://www.columbiatribune.com/
Missouri,Columbia Missourian,https://www.columbiamissourian.com/
Missouri,Delta Dunklin Democrat,https://www.dddnews.com/
Missouri,Hannibal Courier-Post,https://www.hannibal.net/
Missouri,Independence Examiner,https://www.examiner.net/
Missouri,Jefferson City News Tribune,https://www.newstribune.com/
Missouri,Joplin Globe,https://www.joplinglobe.com/
Missouri,Kirksville Daily Express,https://www.kirksvilledailyexpress.com/
Missouri,Lake Sun Leader,https://www.lakenewsonline.com/
Missouri,Lincoln County Journal,https://www.lincolnnewsnow.com/
Missouri,Marshall Democrat-News,https://www.marshallnews.com/
Missouri,Maryville Daily Forum,https://www.maryvilleforum.com/
Missouri,Moberly Monitor Index,https://www.moberlymonitor.com/
Missouri,Mound City News,http://www.moundcitynews.com/
Missouri,Neosho Daily News,https://neoshodailynews.com/
Missouri,North Cass Herald,https://www.northcassherald.com/
Missouri,Riverfront Times,https://www.riverfronttimes.com/
Missouri,Rolla Daily News,https://www.therolladailynews.com/
Missouri,Sedalia Democrat,https://www.sedaliademocrat.com/
Missouri,Southeast Missourian,https://www.semissourian.com/
Missouri,Springfield News-Leader,https://www.news-leader.com/
Missouri,The Kansas City Star,https://www.kansascity.com/
Missouri,The Mexico Ledger,https://www.mexicoledger.com/
Missouri,The Odessan,https://www.theodessan.net/
Missouri,Trenton Republican-Times,https://republican-times.com/
Missouri,Webster-Kirkwood Times,https://www.timesnewspapers.com/
Montana,Big Horn County News,https://www.bighorncountynews.com/
Montana,The Big Timber Pioneer,https://www.bigtimberpioneer.net/
Montana,Bigfork Eagle,https://bigforkeagle.com/
Montana,Billings Gazette,https://billingsgazette.com/
Montana,Billings Times,https://billingstimes.net/
Montana,The Bitterroot Star,https://bitterrootstar.com/
Montana,Blackfoot Valley Dispatch,https://www.blackfootvalleydispatch.com/
Montana,Blaine County Journal News-Opinion,https://www.blainecountyjournal.com/
Montana,Boulder Monitor,https://www.boulder-monitor.com/
Montana,Bozeman Daily Chronicle,https://www.bozemandailychronicle.com/
Montana,Carbon County News,https://www.carboncountynews.com/
Montana,Cascade Courier,https://www.cascadenewspaper.com/
Montana,Char-Koosta News,http://www.charkoosta.com/
Montana,Choteau Acantha,https://www.choteauacantha.com/
Montana,Clark Fork Valley Press,https://vp-mi.com/
Montana,Cut Bank Pioneer Press,https://www.cutbankpioneerpress.com/
Montana,Daily Inter Lake,https://dailyinterlake.com/
Montana,Daniels County Leader,https://www.danielscountyleader.com/
Montana,Dillon Tribune,https://www.dillontribune.com/
Montana,The Ekalaka Eagle,https://www.ekalakaeagle.com/
Montana,Fairfield Sun Times,https://www.fairfieldsuntimes.com/
Montana,Fallon County Times,https://www.falloncountytimes.com/
